12597,12391,206,98.3646900055569,1.6353099944431215
12597,11856,741,94.11764705882354,5.882352941176471
12597,12463,134,98.93625466380885,1.0637453361911566
12597,12452,145,98.8489322854648,1.1510677145352068
12597,11805,792,93.7127887592284,6.2872112407716125
12597,11856,741,94.11764705882354,5.882352941176471
12597,11994,603,95.21314598713981,4.786854012860205
12598,11854,744,94.09430068264804,5.905699317351961
12598,12443,155,98.76964597555168,1.230354024448325
12598,12455,143,98.86489919034767,1.1351008096523258
