12597,12068,529,95.80058744145433,4.199412558545686
12597,12052,545,95.67357307295389,4.326426927046122
12597,12441,156,98.76160990712076,1.238390092879257
12597,12046,551,95.62594268476623,4.374057315233786
12597,12047,550,95.6338810827975,4.366118917202509
12597,12011,586,95.34809875367152,4.6519012463284914
12597,12098,499,96.03873938239265,3.9612606176073673
12598,11870,728,94.2213049690427,5.778695030957295
12598,12427,171,98.64264168915702,1.357358310842991
12598,12031,567,95.49928560088902,4.50071439911097
