12597,12010,587,95.34016035564024,4.659839644359769
12597,12003,594,95.2845915694213,4.71540843057871
12597,12577,20,99.84123203937446,0.15876796062554577
12597,12516,81,99.35698975946654,0.6430102405334605
12597,11985,612,95.14170040485831,4.858299595141701
12597,12050,547,95.65769627689133,4.342303723108677
12597,12003,594,95.2845915694213,4.71540843057871
12598,12025,573,95.45165899349104,4.54834100650897
12598,12068,530,95.7929830131767,4.207016986823305
12598,12021,577,95.41990792189236,4.580092078107636
