12597,6746,5851,53.55243311899659,46.44756688100342
12597,6725,5872,53.38572676033977,46.61427323966024
12597,6673,5924,52.97293006271335,47.02706993728666
12597,6724,5873,53.37778836230849,46.62221163769152
12597,6707,5890,53.242835595776775,46.75716440422323
12597,6726,5871,53.39366515837104,46.606334841628964
12597,6677,5920,53.00468365483846,46.99531634516155
12598,6788,5810,53.88156850293697,46.11843149706303
12598,6702,5896,53.19892046356565,46.80107953643436
12598,6641,5957,52.71471662168598,47.28528337831402
