12597,12375,222,98.23767563705646,1.762324362943558
12597,12374,223,98.22973723902517,1.7702627609748354
12597,12388,209,98.34087481146305,1.6591251885369533
12597,12390,207,98.35675160752561,1.6432483924743988
12597,12397,200,98.41232039374455,1.587679606255458
12597,12389,208,98.34881320949434,1.651186790505676
12597,12359,238,98.11066126855602,1.889338731443995
12598,12385,213,98.30925543737101,1.6907445626289888
12598,12404,194,98.46007302746467,1.539926972535323
12598,12322,276,97.80917605969202,2.190823940307985
